Date,GOOGL,AMZN,META,MSFT,AAPL
2023-01-24,97.45867156982422,96.31999969482422,142.71031188964844,238.60862731933594,141.20193481445312
2023-01-25,94.98480224609375,97.18000030517578,141.0752410888672,237.19891357421875,140.53817749023438
2023-01-26,97.27912139892578,99.22000122070312,146.8578338623047,244.48414611816406,142.61862182617188
2023-01-27,99.12455749511719,102.23999786376953,151.2845001220703,244.64187622070312,144.57025146484375
2023-01-30,96.70055389404297,100.55000305175781,146.61856079101562,239.2691650390625,141.66754150390625
2023-01-31,98.59586334228516,103.12999725341797,148.52281188964844,244.29684448242188,142.94552612304688
2023-02-01,100.18193817138672,105.1500015258789,152.6603546142578,249.1667938232422,144.0749053955078
2023-02-02,107.473876953125,112.91000366210938,188.20333862304688,260.8488464355469,149.41470336914062
2023-02-03,104.52118682861328,103.38999938964844,185.97007751464844,254.68746948242188,153.06040954589844
2023-02-06,102.64582824707031,102.18000030517578,185.50146484375,253.1298065185547,150.3162078857422
2023-02-07,107.3741226196289,102.11000061035156,191.04478454589844,263.7668762207031,153.208984375
2023-02-08,99.12455749511719,100.05000305175781,182.87936401367188,262.9486389160156,150.50442504882812
2023-02-09,94.77532196044922,98.23999786376953,177.38592529296875,259.8826904296875,149.46421813964844
2023-02-10,94.3364028930664,97.61000061035156,173.62722778320312,259.37005615234375,149.8313446044922
2023-02-13,94.37631225585938,99.54000091552734,178.89137268066406,267.4736022949219,152.64920043945312
2023-02-14,94.44613647460938,99.69999694824219,178.94122314453125,268.3115234375,152.00425720214844
2023-02-15,96.70055389404297,101.16000366210938,176.62818908691406,266.1668701171875,154.1176300048828
2023-02-16,95.27408599853516,98.1500015258789,171.92236328125,259.0808410644531,152.51028442382812
2023-02-17,94.11695098876953,97.19999694824219,172.3610382080078,255.0387420654297,151.3593292236328
2023-02-21,91.56327819824219,94.58000183105469,171.5634307861328,249.71185302734375,147.32110595703125
2023-02-22,91.42362213134766,95.79000091552734,170.6063232421875,248.56539916992188,147.7477264404297
2023-02-23,90.66549682617188,95.81999969482422,171.5235595703125,251.78724670410156,148.23391723632812
2023-02-24,88.90984344482422,93.5,169.87852478027344,246.30223083496094,145.56491088867188
2023-02-27,89.64801788330078,93.76000213623047,169.0310516357422,247.23121643066406,146.76547241210938
2023-02-28,89.8375473022461,94.2300033569336,174.41485595703125,246.4998779296875,146.25946044921875
2023-03-01,90.13681030273438,92.16999816894531,172.89942932128906,243.38677978515625,144.1758270263672
2023-03-02,91.77275085449219,92.12999725341797,174.006103515625,248.17010498046875,144.77117919921875
2023-03-03,93.4186782836914,94.9000015258789,184.69390869140625,252.30116271972656,149.85116577148438
2023-03-06,94.89501953125,93.75,184.34495544433594,253.8626708984375,152.6293487548828
2023-03-07,93.62816619873047,93.55000305175781,183.9561309814453,251.17453002929688,150.416748046875
2023-03-08,94.01719665527344,93.91999816894531,184.4147491455078,250.7297821044922,151.6768341064453
